,customer_id,account_id,loan_amount,loan_type,repayment_status,risk_level,interst_rate
1489,15617705,408-2874655-3175563,45932.0,home,paid,low,7
1490,15761976,404-4306865-0981913,32400.0,personal,pending,low,6
1491,15634891,403-4542311-7044317,17856.0,home,paid,low,5
1492,15744517,171-0158245-0603546,27360.0,business,pending,medium,10
1493,15686963,403-2800448-9777102,30090.0,home,paid,low,6
1494,15808189,406-9770854-6341932,15218.0,business,pending,medium,9
1495,15580845,405-4902484-1345110,25563.0,personal,default,low,5
1496,15799156,408-6341256-3049926,14068.0,business,paid,low,5
1497,15694296,404-3238914-2028337,46479.0,home,pending,high,20
1498,15677049,403-6389579-5134733,10875.0,business,paid,medium,10
1499,15583595,403-4194116-1065901,45314.0,personal,default,low,5
1500,15590146,407-4541519-9436312,14304.0,business,paid,high,23
1501,15801548,407-6760175-6669900,23191.0,personal,paid,low,7
1502,15660833,407-6495811-4753108,41520.0,business,default,high,22
1503,15762277,402-2193143-0845955,44507.0,home,default,high,17
1504,15791302,402-9851200-0350750,2307.0,business,paid,low,5
1505,15798975,402-5803194-1716337,45024.0,business,default,low,6
1506,15599956,403-8704823-5525134,45392.0,personal,pending,medium,13
1507,15577274,404-5595821-0990765,24246.0,personal,pending,medium,11
1508,15701200,405-3993118-8151554,34647.0,home,pending,low,5
1509,15638149,406-3346143-7743523,18243.0,personal,pending,medium,10
1510,15786199,171-4028625-9042722,9562.0,home,default,medium,9
1511,15701765,171-2863176-0009922,46566.0,business,default,medium,11
1512,15586974,171-2863176-0009922,23691.0,personal,paid,low,7
1513,15729040,403-7636061-4537944,34344.0,business,pending,low,6
1514,15788676,407-8545004-0009147,11092.0,personal,default,high,23
1515,15602497,407-1311979-3264324,11239.0,personal,default,medium,9
1516,15701333,402-4340811-5375517,4680.0,home,paid,low,6
1517,15812071,405-6955975-9279523,45931.0,home,paid,medium,14
1518,15634375,405-7767733-4883539,40679.0,business,default,medium,11
1519,15738267,171-9012028-5817164,12524.0,home,paid,high,20
1520,15786800,406-5758486-5375549,13333.0,home,paid,medium,10
1521,15591130,406-4278703-0100325,40423.0,home,paid,medium,12
1522,15720662,406-6329810-4783512,43915.0,business,default,low,5
1523,15751531,405-1000228-4666743,6239.0,business,default,medium,14
1524,15653595,404-3737574-8133963,48654.0,business,default,low,7
1525,15568360,407-9868288-0295567,36777.0,personal,pending,low,6
1526,15781210,171-7690303-7157924,27426.0,business,default,medium,14
1527,15668058,408-9583112-6153101,21756.0,business,pending,high,23
1528,15597131,408-4896428-3016310,15220.0,personal,pending,low,6
1529,15697283,408-9162865-2217162,20891.0,home,default,low,5
1530,15640953,404-7280745-6277120,44633.0,home,pending,medium,13
1531,15715031,403-6699640-7919568,34997.0,home,pending,low,5
1532,15589660,403-0138700-0733935,19474.0,business,default,medium,9
1533,15769818,407-3402984-0581936,2160.0,personal,default,low,7
1534,15782736,403-0547905-9053123,19384.0,home,paid,high,21
1535,15614818,406-5651256-4804346,47406.0,home,default,medium,14
1536,15794014,402-7300171-9417149,7264.0,business,default,low,7
1537,15732448,402-4075296-7169152,30457.0,business,paid,high,24
1538,15723411,403-5348116-8269147,32047.0,home,pending,high,24
1539,15797686,405-4709716-6469134,32765.0,business,paid,medium,10
1540,15605950,405-2114640-3594728,49065.0,home,paid,medium,14
1541,15812497,404-7764990-8097141,46917.0,home,paid,medium,14
1542,15690678,407-1804307-9801915,25158.0,personal,pending,low,5
1543,15747677,407-1804307-9801915,8061.0,business,default,high,16
1544,15618926,402-3401176-7354747,2111.0,business,paid,high,17
1545,15673908,406-9402998-2954731,37053.0,home,pending,high,20
1546,15727944,403-1222042-8013921,22234.0,personal,default,low,5
1547,15807294,403-6784069-3189967,47783.0,personal,pending,low,6
1548,15618581,405-4403409-7375553,27251.0,business,default,high,19
1549,15584364,406-4826302-0651534,30392.0,personal,paid,medium,11
1550,15599552,405-9188153-2229950,4439.0,home,default,high,23
1551,15749177,403-4036039-6253116,22164.0,business,paid,high,20
1552,15718779,403-1044773-8927556,3629.0,home,paid,high,19
1553,15568106,404-9128841-2663546,34367.0,home,default,low,7
1554,15779481,405-6220605-3735564,26455.0,personal,default,low,7
1555,15709994,405-2812521-7830708,8809.0,personal,default,high,19
1556,15772777,405-0872631-6885912,26392.0,home,default,medium,14
1557,15706815,405-5857636-6725930,24654.0,business,paid,low,5
1558,15618018,403-2464746-2140361,1810.0,business,paid,low,6
1559,15671032,404-8275879-8967507,40440.0,business,paid,medium,9
1560,15634281,405-3603310-7293153,3044.0,personal,default,low,7
1561,15766374,408-2507164-5337918,7372.0,home,paid,high,20
1562,15600991,407-4481525-0793109,20494.0,home,pending,high,24
1563,15777576,407-7566435-1837162,32228.0,personal,pending,high,18
1564,15742613,407-9290394-4403500,5147.0,personal,pending,low,5
1565,15649523,403-4714019-2209928,12470.0,home,paid,high,17
1566,15651063,405-6458874-9383538,44990.0,business,default,low,5
1567,15683124,405-6458874-9383538,37630.0,personal,default,high,19
1568,15618314,171-0998566-1481905,31964.0,home,paid,medium,14
1569,15670823,402-9507468-0522762,27673.0,personal,default,low,5
1570,15607133,408-4091370-4293113,24614.0,personal,pending,high,21
1571,15615012,403-7625556-5684369,3802.0,business,default,high,20
1572,15725141,406-3397253-1156318,14488.0,personal,pending,medium,10
1573,15623560,404-6961589-0653957,37074.0,personal,paid,medium,12
1574,15693018,404-3964962-8452335,35283.0,home,pending,low,7
1575,15636756,408-8283561-9582706,46478.0,home,pending,high,23
1576,15647474,408-5062774-0602746,16848.0,home,default,high,23
1577,15576714,405-5427791-9905965,8934.0,personal,default,high,21
1578,15585047,406-5628650-5866760,24430.0,personal,default,low,5
1579,15743976,408-5740418-3927504,42629.0,personal,paid,medium,9
1580,15793881,407-8988506-2665963,46916.0,home,default,high,17
1581,15576517,171-6176410-6487513,2790.0,home,default,high,21
1582,15631072,408-8079090-8044333,17081.0,personal,paid,high,16
1583,15730394,408-3586969-6558706,22159.0,home,default,low,6
1584,15631460,171-4519721-7419566,34180.0,personal,default,low,7
1585,15692002,402-6409401-9687537,17593.0,personal,pending,medium,10
1586,15595282,405-6729502-9303510,20024.0,business,paid,high,22
1587,15789548,171-4919127-5482722,26382.0,business,default,low,7
1588,15758035,405-8958398-6482715,15990.0,home,paid,medium,13
1589,15617518,402-9672397-0079540,47426.0,business,default,low,7
1590,15651802,402-3628346-9318700,37522.0,business,default,medium,11
1591,15631813,406-0518095-2232345,10012.0,business,pending,medium,9
1592,15729668,402-6820061-7545105,37527.0,home,pending,low,7
1593,15741728,407-9194491-8463513,14267.0,business,default,low,5
1594,15576676,405-2987531-6134720,35377.0,personal,pending,medium,12
1595,15711378,403-0850388-6142751,14995.0,business,pending,low,6
1596,15765520,402-7136610-9697151,10575.0,business,pending,low,5
1597,15656726,405-3956202-4339562,17191.0,home,paid,high,17
1598,15647842,404-9229707-7774702,29303.0,personal,default,medium,13
1599,15719309,403-1541384-9341954,32415.0,personal,default,low,7
1600,15748718,402-0120806-3840302,33580.0,home,default,high,22
1601,15594404,407-3147250-8940369,25216.0,home,pending,low,5
1602,15751158,407-3147250-8940369,21194.0,personal,paid,medium,13
1603,15593470,408-8440354-5115563,23440.0,business,paid,high,23
1604,15695129,404-6352464-1438740,15931.0,business,pending,high,24
1605,15640865,408-3842772-5524356,22954.0,business,default,low,6
1606,15714080,171-9048559-2135514,46110.0,business,paid,medium,13
1607,15648721,405-4757363-5120328,12364.0,business,paid,low,7
1608,15801466,404-5117026-5321945,12998.0,home,default,medium,10
1609,15750248,402-0245449-5969170,25678.0,home,pending,low,6
1610,15758726,406-1311280-7965926,34496.0,personal,pending,medium,12
1611,15781553,403-7874530-3249149,26354.0,personal,paid,high,24
1612,15649121,402-9962768-1351548,36945.0,business,paid,medium,11
1613,15674811,406-1999740-8230727,1645.0,home,default,high,22
1614,15646037,405-7370204-9776334,37216.0,home,default,low,6
1615,15722578,405-7790745-1369118,14313.0,home,default,medium,14
1616,15665695,405-7790745-1369118,17134.0,personal,default,medium,10
1617,15801062,408-5709501-1529125,16648.0,personal,pending,low,5
1618,15662955,405-7299573-7231506,27773.0,personal,pending,high,18
1619,15770309,403-5774036-2852304,45126.0,personal,pending,low,5
1620,15657386,404-9031061-5027543,40751.0,business,paid,medium,10
1621,15777797,402-1388437-8475549,15282.0,personal,default,high,16
1622,15783955,407-7446141-1880338,2590.0,personal,pending,medium,10
1623,15804516,408-6785504-0796348,2343.0,business,paid,low,6
1624,15681758,403-7228709-0222712,25025.0,business,pending,medium,10
1625,15630321,404-3526690-9890731,24892.0,business,default,low,6
1626,15588248,402-8410486-2041919,6194.0,personal,default,high,24
1627,15591932,402-0162039-3313119,27834.0,home,pending,low,6
1628,15810347,402-5912939-0922768,36909.0,home,default,low,5
1629,15595303,407-7191081-6605109,7652.0,home,paid,high,19
1630,15634950,405-6323401-8800310,1573.0,home,paid,low,7
1631,15685372,171-0555476-0721148,9844.0,business,paid,high,16
1632,15745827,408-2557904-6025939,17108.0,business,default,low,6
1633,15755868,406-2189501-9092346,19822.0,home,pending,medium,12
1634,15735222,403-6411802-4794740,24195.0,home,default,low,6
1635,15604804,404-9580105-7424301,33974.0,home,pending,low,7
1636,15718944,405-5178497-1050744,26072.0,home,default,low,7
1637,15678626,408-6482890-9764330,39694.0,business,pending,low,7
1638,15571550,407-1335057-7965130,27164.0,personal,default,medium,12
1639,15723053,406-2781097-3823508,10537.0,business,default,high,22
1640,15661528,404-6916163-7013154,40206.0,personal,pending,low,7
1641,15754177,402-8132023-1842733,21338.0,personal,paid,low,7
1642,15683544,405-6753440-6181923,42331.0,personal,pending,low,7
1643,15708048,405-0598775-3586762,25115.0,personal,pending,medium,9
1644,15701109,408-9006941-6047526,44667.0,personal,paid,low,6
1645,15600110,171-2306122-3329121,48936.0,business,pending,medium,11
1646,15651533,404-0279072-0109104,3745.0,personal,pending,medium,11
1647,15777904,402-8121209-0495550,28978.0,business,default,high,20
1648,15655574,408-8417428-3089129,5331.0,personal,default,medium,11
1649,15569423,171-4406703-3156313,41422.0,home,pending,high,17
1650,15718106,407-0766063-4556330,11197.0,home,default,high,19
1651,15585067,171-2002315-6616312,32679.0,business,default,low,6
1652,15675501,403-3588045-5336317,17884.0,personal,default,low,5
1653,15633233,405-7352746-3463538,7461.0,home,pending,high,20
1654,15667134,408-4134499-1354740,41832.0,business,pending,medium,10
1655,15659105,408-4134499-1354740,28146.0,business,paid,low,7
1656,15575409,408-5438962-6973104,39562.0,personal,paid,high,19
1657,15752342,403-2943527-9844327,39892.0,business,pending,medium,9
1658,15654851,405-7165029-6882709,46703.0,business,pending,medium,11
1659,15741429,407-7701270-2757116,3649.0,business,pending,low,6
1660,15682356,404-6150771-3089143,26615.0,business,pending,high,19
1661,15806447,406-2063526-4681166,31299.0,business,default,medium,14
1662,15800229,408-1211125-1587522,26781.0,home,default,high,20
1663,15663441,407-1280746-9995549,43827.0,home,pending,medium,9
1664,15791991,402-5600672-9096358,31230.0,home,paid,medium,13
1665,15775082,402-2994221-1495542,22805.0,home,paid,medium,9
1666,15579706,403-7224450-4672340,47472.0,home,paid,medium,11
1667,15718247,171-3723297-8533156,3056.0,personal,pending,high,21
1668,15755722,402-8855214-7037161,9709.0,business,pending,high,23
1669,15582259,171-8413255-5212302,17423.0,business,default,low,6
1670,15716994,404-1401189-7552363,14255.0,business,paid,medium,12
1671,15586880,408-1801721-0061100,1179.0,home,default,medium,9
1672,15713854,403-7515075-4352354,35791.0,business,default,high,18
1673,15780835,171-0691829-0413967,30815.0,home,pending,high,22
1674,15675896,406-9367112-1579562,32097.0,personal,pending,low,6
1675,15658459,402-4318384-1219507,30443.0,personal,paid,low,6
1676,15658057,406-6810611-2165928,26874.0,home,pending,low,5
1677,15801767,408-0963298-6339516,4130.0,home,paid,low,7
1678,15569178,403-1171676-5803524,33547.0,personal,paid,low,7
1679,15731478,406-3440292-2916354,12615.0,personal,default,medium,12
1680,15811236,406-4943813-6257104,7518.0,business,paid,medium,9
1681,15746749,405-4426956-2638704,28947.0,home,default,medium,11
1682,15662758,405-4426956-2638704,5995.0,business,paid,high,24
1683,15709387,405-0904589-0449938,12729.0,personal,pending,high,21
1684,15572093,403-2710130-4606705,6457.0,personal,pending,high,20
1685,15713826,408-6208151-5607534,41654.0,business,default,high,17
1686,15570205,408-9451450-4342710,2952.0,business,paid,medium,10
1687,15589348,402-8730642-8549128,39427.0,business,paid,medium,12
1688,15804610,404-2543507-2754701,22116.0,personal,pending,low,5
1689,15700854,404-0491884-0382749,28232.0,home,pending,medium,11
1690,15758836,171-2039494-4641119,32026.0,home,default,medium,10
1691,15772933,403-8924591-8659559,21451.0,business,paid,high,20
1692,15809006,404-8989868-5325929,25876.0,business,default,low,7
1693,15689612,404-8989868-5325929,27664.0,personal,paid,medium,11
1694,15744614,408-4858328-8941104,24758.0,home,default,medium,12
1695,15704250,407-8910545-4029964,16172.0,business,default,low,5
1696,15700255,404-9817487-8322703,37199.0,personal,default,low,5
1697,15669410,171-7758250-6622740,44115.0,home,pending,low,5
1698,15807595,402-2191949-0899524,36518.0,home,paid,medium,10
1699,15664523,171-1711118-6138764,43499.0,home,paid,low,5
1700,15642833,404-9231673-5888367,49356.0,personal,paid,high,24
1701,15605279,407-9040108-6689964,36885.0,personal,default,low,6
1702,15713644,408-7843376-7307514,9926.0,home,default,high,19
1703,15750466,402-6880220-5223545,17711.0,personal,pending,medium,10
1704,15739054,403-9422897-6435506,44976.0,business,pending,medium,14
1705,15612771,407-1233874-0563510,15295.0,home,default,high,22
1706,15788483,405-6168082-3380362,23371.0,home,default,low,5
1707,15732832,407-3747599-6128305,44222.0,business,paid,medium,10
1708,15772892,402-5201553-6325907,44637.0,personal,paid,high,16
1709,15713843,408-9008620-6061118,31064.0,business,pending,low,7
1710,15567993,171-7890160-8852316,1902.0,business,paid,low,5
1711,15617603,171-6289011-1937908,14167.0,business,pending,low,5
1712,15744983,171-6289011-1937908,16363.0,business,paid,medium,10
1713,15630419,171-1910092-3713144,35211.0,personal,paid,low,5
1714,15738828,171-1910092-3713144,38169.0,personal,default,low,6
1715,15778025,407-8103303-9578732,1220.0,business,paid,medium,13
1716,15799479,404-3034187-1901108,13675.0,home,paid,low,6
1717,15684269,404-3034187-1901108,42212.0,personal,pending,low,6
1718,15762745,404-3034187-1901108,17048.0,personal,pending,low,5
1719,15746970,406-6469499-6291525,29234.0,home,paid,low,5
1720,15725024,406-7469828-9698734,14432.0,business,pending,low,5
1721,15592116,408-8021858-7145918,15317.0,home,default,low,5
1722,15624391,404-1878228-2086766,14702.0,business,paid,high,22
1723,15567422,407-0693936-4927507,3894.0,business,paid,medium,14
1724,15612627,406-4796841-5342705,22675.0,home,paid,low,6
1725,15574879,404-7100189-6173140,30645.0,business,pending,low,5
1726,15745107,404-2039483-5926748,16349.0,personal,pending,high,21
1727,15734491,408-9273940-2609910,15786.0,personal,paid,low,6
1728,15675320,171-2687114-9951522,46007.0,home,paid,medium,9
1729,15643824,408-5511269-0005127,3302.0,business,default,low,5
1730,15643438,171-7971829-2579506,28200.0,business,default,low,6
1731,15721730,402-1445058-5329108,44287.0,business,default,high,18
1732,15680727,171-6254071-4842708,49065.0,business,default,high,20
1733,15752508,405-4998920-1907527,46515.0,home,pending,low,6
1734,15808846,405-8095930-4607525,4462.0,home,pending,low,6
1735,15727251,408-9626669-3677108,16826.0,business,paid,low,6
1736,15663489,402-7175455-3071529,12685.0,personal,default,medium,13
1737,15683677,402-4307563-5344365,10687.0,personal,pending,medium,11
1738,15596414,404-6639541-3079523,45652.0,personal,pending,low,5
1739,15730639,404-8066204-0050714,6481.0,business,pending,medium,12
1740,15672132,404-8066204-0050714,29768.0,home,default,medium,12
1741,15742638,403-3580507-3769138,25841.0,business,default,high,21
1742,15578603,403-2394041-2238759,40344.0,personal,paid,low,5
1743,15726088,171-6587457-1721158,41740.0,personal,default,medium,11
1744,15682533,403-3518985-7306764,44387.0,personal,paid,low,5
1745,15772995,408-0816949-6325917,10827.0,business,paid,high,19
1746,15765694,407-9503688-3348349,44340.0,home,default,high,20
1747,15659486,402-5934848-4963539,41961.0,business,paid,high,23
1748,15568963,404-3392472-8443503,13108.0,business,default,low,7
1749,15703820,408-5834570-5564310,37424.0,personal,pending,low,5
1750,15569410,405-8897181-5519553,17319.0,business,pending,high,18
1751,15632256,405-2055215-2082755,10273.0,personal,pending,low,5
1752,15724466,402-3570318-5723525,16906.0,business,default,medium,12
1753,15777639,402-0156022-5785928,6384.0,personal,default,high,16
1754,15802501,405-5888545-1453956,3773.0,business,paid,high,20
1755,15778410,171-5717062-0793940,13561.0,home,default,high,24
1756,15670702,171-3901263-9461117,34109.0,business,default,low,5
1757,15704763,404-1990687-3297139,48546.0,personal,paid,medium,9
1758,15645544,408-9120240-9572348,16651.0,business,paid,high,23
1759,15757646,406-8722175-1999503,39477.0,personal,default,medium,11
1760,15701121,402-1689265-3757967,47616.0,personal,paid,high,18
1761,15796313,403-4842065-7357115,39883.0,home,pending,medium,10
1762,15815660,408-4559676-3585900,27650.0,home,pending,high,22
1763,15602844,407-4937872-6083528,7246.0,personal,default,low,6
1764,15636238,403-6017656-0910755,2926.0,business,pending,high,17
1765,15770101,405-0532803-0120331,17016.0,personal,pending,high,16
1766,15645543,405-0567281-0077956,1201.0,business,paid,high,18
1767,15596397,405-9954704-7596311,21396.0,home,paid,high,20
1768,15770525,407-7452730-8781957,16161.0,business,default,low,5
1769,15684267,405-4802278-1130767,12180.0,personal,pending,high,16
1770,15689980,405-6118267-4453135,46574.0,home,default,low,5
1771,15633260,408-7024102-0680315,16574.0,business,pending,low,5
1772,15756471,404-2594413-5562732,28952.0,home,pending,high,22
1773,15721303,403-5152956-3093925,27072.0,home,default,high,23
1774,15802256,403-6221024-0434733,49834.0,home,paid,low,6
1775,15725664,408-2713115-5349131,37063.0,business,pending,low,7
1776,15674851,171-9911641-7447562,41709.0,business,pending,high,20
1777,15701946,407-1541788-2812307,35590.0,personal,pending,medium,12
1778,15748947,403-6164583-5066707,43279.0,home,paid,low,6
1779,15673342,406-1211802-4985944,34252.0,home,pending,high,22
1780,15601008,407-4787404-6815549,17727.0,business,paid,high,16
1781,15771636,404-8567504-6541947,44042.0,home,default,low,7
1782,15642002,404-8567504-6541947,10514.0,personal,pending,low,5
1783,15693381,407-5638839-1021145,20294.0,personal,paid,high,22
1784,15607691,404-4125202-5645168,13121.0,personal,pending,high,22
1785,15589380,408-2830412-5001168,41777.0,personal,default,low,7
1786,15603846,403-8416578-4487558,12397.0,home,default,high,17
1787,15753549,406-5635989-6652368,43610.0,home,default,high,20
1788,15725355,402-3387821-0046769,23589.0,business,default,high,19
1789,15773017,405-3971331-2840320,27622.0,home,pending,low,7
1790,15625641,404-5051575-0289923,38546.0,business,paid,medium,13
1791,15776467,402-3702495-9713129,7439.0,business,paid,high,22
1792,15746451,402-4292542-1090729,13585.0,business,paid,medium,13
1793,15777922,408-3964470-4217159,2930.0,business,pending,low,5
1794,15606841,403-1159654-5341924,4614.0,personal,pending,high,22
1795,15757648,405-2708413-4759526,4140.0,personal,paid,low,6
1796,15677173,402-5860958-8931531,4560.0,home,pending,high,17
1797,15764170,405-8616777-5671537,43078.0,home,default,low,7
1798,15610446,402-2254745-0421162,30012.0,personal,paid,medium,9
1799,15612776,402-6209959-5061136,45000.0,home,paid,low,6
1800,15794122,403-0748084-7987510,4125.0,personal,paid,high,17
1801,15774931,408-0142626-6733164,18222.0,personal,default,medium,11
1802,15779247,403-9402389-2621148,47852.0,business,paid,high,16
1803,15707078,405-9549408-2875529,1697.0,personal,pending,medium,9
1804,15605263,405-5247664-8593939,8380.0,business,default,high,19
1805,15607381,404-4383051-7529151,25640.0,business,default,high,16
1806,15683471,408-1055824-5425935,48578.0,business,pending,high,16
1807,15605037,402-2835706-4302716,29256.0,home,pending,medium,10
1808,15576085,171-4968450-1156340,12161.0,personal,pending,low,6
1809,15770435,404-6722828-1093962,12953.0,home,default,medium,10
1810,15592994,404-6368394-8034730,49139.0,personal,default,low,6
1811,15624068,404-4377438-0359543,8535.0,personal,default,medium,14
1812,15595221,404-3249874-5165935,33297.0,personal,paid,medium,13
1813,15637131,402-5691813-3767501,33536.0,home,default,high,23
1814,15613471,407-5281481-1936349,6528.0,business,paid,low,6
1815,15583499,407-9019371-6608351,1972.0,personal,pending,high,19
1816,15752816,402-6844063-3025935,35264.0,personal,paid,medium,10
1817,15804075,402-2178448-3483529,45686.0,home,default,medium,9
1818,15800517,171-5881562-0902725,3222.0,personal,paid,low,6
1819,15712319,404-2076743-4967514,20127.0,personal,default,low,5
1820,15797389,408-5438679-8754703,42029.0,personal,pending,low,7
1821,15621432,402-2062086-5526703,12733.0,personal,default,low,7
1822,15779390,403-8588722-5212320,2718.0,business,pending,low,7
1823,15711219,408-0315006-1463525,41005.0,business,paid,low,6
1824,15770498,403-3505736-2971568,21979.0,personal,default,medium,9
1825,15678727,408-0122174-0964317,43175.0,business,paid,low,5
1826,15573893,171-4927324-1152312,25965.0,personal,pending,low,5
1827,15740104,171-1044102-4940331,49920.0,personal,default,low,7
1828,15792649,403-5041572-6122726,10198.0,home,pending,low,6
1829,15605275,402-3348716-6804357,49454.0,business,pending,medium,12
1830,15572467,171-2175566-8372342,23294.0,home,paid,high,17
1831,15738219,407-6393615-7796346,12658.0,home,pending,high,23
1832,15600710,402-4075553-4507517,35717.0,business,pending,high,19
1833,15804394,171-1044127-1467537,2681.0,home,pending,high,16
1834,15694188,403-6611746-1282740,45571.0,personal,pending,high,17
1835,15583718,403-9632855-5541919,8418.0,home,default,medium,10
1836,15802478,402-8877208-9972362,6636.0,home,paid,low,5
1837,15619343,402-8877208-9972362,28491.0,home,default,low,7
1838,15758813,407-3432823-7584367,19578.0,home,default,medium,12
1839,15761374,402-7260197-2081931,40653.0,home,paid,high,20
1840,15569209,404-5234838-6633119,27358.0,personal,pending,low,5
1841,15788539,403-9559970-4766705,28231.0,personal,paid,high,23
1842,15747222,407-6122000-3730745,23104.0,home,default,medium,12
1843,15769346,171-8451062-4752326,12650.0,business,pending,high,17
1844,15699634,406-1045299-5253935,9921.0,personal,pending,low,6
1845,15589076,171-9399405-5882717,5767.0,home,pending,high,20
1846,15812338,408-3186160-5809138,14654.0,personal,paid,medium,14
1847,15758845,402-3522843-5807532,19606.0,home,default,medium,10
1848,15685844,408-2100329-5574743,33740.0,home,pending,low,5
1849,15583090,402-5886414-4634760,9502.0,business,default,medium,11
1850,15587581,171-1883947-4978719,15315.0,personal,default,low,6
1851,15633640,407-3805157-5497936,14119.0,business,paid,medium,11
1852,15573741,407-2954328-9057925,49384.0,home,default,high,18
1853,15633574,406-6968271-6138744,23610.0,personal,paid,low,5
1854,15711455,408-7416639-7336362,32462.0,personal,paid,medium,10
1855,15570601,406-5402864-8206726,38435.0,personal,default,low,5
1856,15690925,402-3638227-2604358,48812.0,personal,paid,low,7
1857,15709338,171-6158499-3489968,5149.0,personal,default,high,17
1858,15780746,405-7764987-8273913,2918.0,home,default,low,7
1859,15681956,407-3606312-2370741,7606.0,home,paid,medium,11
1860,15778190,404-4663992-9069152,16496.0,home,paid,medium,11
1861,15786852,403-0802771-4781900,18483.0,business,default,medium,12
1862,15726494,405-9153899-6361938,17196.0,business,paid,high,24
1863,15641183,171-0006482-2020369,30283.0,business,paid,low,5
1864,15805312,403-6265270-2449952,11622.0,business,paid,high,17
1865,15636572,407-8215291-1809169,47394.0,home,pending,high,18
1866,15632575,408-8687080-8349954,9828.0,personal,paid,high,20
1867,15740164,171-0419597-6463550,18387.0,home,default,medium,12
1868,15574947,406-2932330-3321959,44735.0,personal,paid,high,18
1869,15597909,407-8039203-5735504,2136.0,home,pending,low,7
1870,15782574,403-1727324-3527525,8174.0,business,paid,high,21
1871,15734999,404-0566904-4825137,2496.0,personal,pending,low,5
1872,15706593,404-0566904-4825137,14031.0,business,paid,low,6
1873,15766686,407-4731812-0569938,31808.0,home,pending,high,16
1874,15590268,406-3754350-1921152,8573.0,home,default,low,7
1875,15763055,402-3349161-5685163,8547.0,personal,pending,low,7
1876,15664754,406-8311747-1761122,3742.0,home,paid,low,5
1877,15643630,406-8311747-1761122,17297.0,personal,paid,medium,9
1878,15641043,403-5754463-8115536,23106.0,personal,paid,high,16
1879,15768095,171-0507987-9169958,19484.0,home,default,medium,14
1880,15811314,407-2296767-2362704,1572.0,business,default,low,5
1881,15669922,407-7616127-7811558,46916.0,business,default,medium,11
1882,15707114,406-8985324-3832360,9401.0,home,paid,high,23
1883,15670602,408-5610675-3253169,37024.0,business,paid,high,17
1884,15713479,408-3787326-0340363,5911.0,business,default,medium,9
1885,15663830,402-7084917-5921944,16126.0,personal,pending,high,17
1886,15566958,171-3236297-4706714,28023.0,business,pending,high,24
1887,15680918,405-8285160-0214747,15538.0,business,pending,medium,14
1888,15663921,171-5779109-0905928,37990.0,business,default,medium,13
1889,15716324,404-9908917-6100303,19680.0,personal,paid,low,7
1890,15796969,403-5316845-2464355,29454.0,personal,default,low,5
1891,15574783,171-9339107-1384320,7578.0,personal,paid,medium,11
1892,15773487,403-2000337-2867531,34872.0,home,pending,medium,12
1893,15802486,408-0812844-7818700,23460.0,personal,paid,medium,11
1894,15783398,405-1228188-5297938,47702.0,personal,default,medium,14
1895,15649418,403-4613170-0301124,33245.0,home,pending,low,6
1896,15604588,408-7670329-4101905,12909.0,business,default,high,19
1897,15735428,407-6547633-6630756,2945.0,personal,pending,low,6
1898,15629078,404-4264985-1077926,17660.0,home,paid,medium,13
1899,15806880,403-4811184-0352310,10058.0,personal,paid,medium,11
1900,15754999,407-5235526-1156364,42080.0,home,pending,high,22
1901,15781034,171-7790064-8858769,17535.0,personal,default,low,6
1902,15622017,407-5345803-9442754,21646.0,business,default,medium,11
1903,15705885,405-6818033-1991535,3483.0,business,pending,high,19
1904,15677382,405-1634643-8548362,42869.0,business,default,medium,9
1905,15566843,402-7259648-3589130,7688.0,personal,pending,medium,14
1906,15608387,403-5512860-6474709,32450.0,business,paid,high,19
1907,15810786,405-6895105-7613137,44891.0,home,pending,medium,10
1908,15626983,408-1934381-2130729,11822.0,home,pending,medium,14
1909,15773605,407-1902120-0283541,11378.0,personal,default,high,21
1910,15811261,407-5211445-5675517,40024.0,business,paid,low,6
1911,15590606,405-1067372-8959545,2468.0,personal,paid,low,7
1912,15576644,408-6691828-6678718,18041.0,home,pending,medium,12
1913,15750264,404-1999660-0618712,34216.0,business,default,low,5
1914,15741554,402-8349092-6394739,21984.0,home,default,medium,10
1915,15769051,403-0061579-9272319,40038.0,home,paid,low,7
1916,15812198,405-9935541-7117167,11836.0,business,pending,high,18
1917,15699772,407-7282648-6869936,44554.0,personal,pending,low,5
1918,15744105,407-4176572-5277916,8372.0,home,paid,high,22
1919,15739858,407-4176572-5277916,22843.0,home,pending,low,5
1920,15723720,407-4176572-5277916,47006.0,personal,paid,medium,11
1921,15638355,404-1035134-0857126,2679.0,business,pending,high,17
1922,15805637,403-5947655-7277166,10328.0,home,paid,medium,10
1923,15629575,171-4011986-9891506,1022.0,business,default,medium,13
1924,15586243,408-2553476-6332307,15939.0,business,pending,high,18
1925,15757931,171-7872471-1810740,40448.0,home,pending,medium,13
1926,15716023,407-8589731-5668353,24445.0,personal,default,high,23
1927,15647782,408-0002979-1571575,14981.0,home,default,medium,9
1928,15716609,405-0152945-9281141,37457.0,business,default,low,5
1929,15623791,406-0697593-2068306,33479.0,personal,paid,high,16
1930,15627262,403-5895665-4925103,2851.0,personal,paid,high,21
1931,15652693,403-3361011-2239566,9308.0,business,default,high,20
1932,15586993,171-6613656-4245918,31259.0,home,pending,medium,12
1933,15815560,171-4052596-9782704,22394.0,personal,pending,medium,14
1934,15584930,403-9078967-3981110,46644.0,business,paid,medium,12
